Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50
10E8+3BNC117,25710_2_43,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.019,0.13,
10E8+3BNC117,263_8,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.011,0.051,
10E8+3BNC117,3016_V5_C45,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.146,0.601,
10E8+3BNC117,3103_V3_C10,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.399,1.26,
10E8+3BNC117,3301_V1_C24,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.036,0.104,
10E8+3BNC117,3817_V2_C59,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.025,0.257,
10E8+3BNC117,398_F1_F6_20,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.041,0.169,
10E8+3BNC117,6041_V3_C23,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.006,0.026,
10E8+3BNC117,620345_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.589,3.22,
10E8+3BNC117,62357_14_D3_4589,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.027,0.099,
10E8+3BNC117,6240_08_TA5_4622,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.112,0.325,
10E8+3BNC117,6244_13_B5_4567,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.008,0.054,
10E8+3BNC117,6535_3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.161,0.84,
10E8+3BNC117,6540_V4_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,1.76,6.35,
10E8+3BNC117,6545_V4_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,1.8,5.6,
10E8+3BNC117,6811_V7_C18,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.057,0.149,
10E8+3BNC117,6952_V1_C20,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.02,0.107,
10E8+3BNC117,703010054_2A2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.137,0.472,
10E8+3BNC117,703010200_1E5,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.209,0.481,
10E8+3BNC117,703010217_B6,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.031,0.122,
10E8+3BNC117,704809221_1B3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.001,0.023,
10E8+3BNC117,89_F1_2_25,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,1.57,5.2,
10E8+3BNC117,9004SS_A3_4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.034,0.111,
10E8+3BNC117,928_28,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.015,0.114,
10E8+3BNC117,A07412M1_VRC12,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.028,0.107,
10E8+3BNC117,AC10_29,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.117,0.7,
10E8+3BNC117,BF1266_431A,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.015,0.054,
10E8+3BNC117,BJOX002000_03_2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.515,2.43,
10E8+3BNC117,BJOX009000_02_4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.076,0.438,
10E8+3BNC117,BJOX010000_06_2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.021,0.289,
10E8+3BNC117,BJOX015000_11_5,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.01,0.081,
10E8+3BNC117,BJOX025000_01_1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.037,0.181,
10E8+3BNC117,BJOX028000_10_3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.008,0.03,
10E8+3BNC117,C1080_C3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.03,0.166,
10E8+3BNC117,C2101_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.035,0.115,
10E8+3BNC117,C3347_C11,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.001,0.013,
10E8+3BNC117,C4118_9,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.028,0.091,
10E8+3BNC117,CAAN5342,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.337,1.15,
10E8+3BNC117,CAP210_E8,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.695,2.78,
10E8+3BNC117,CAP45_G3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.33,1.35,
10E8+3BNC117,CE0393_C3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.081,0.33,
10E8+3BNC117,CE0682_E4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.022,0.073,
10E8+3BNC117,CE1086_B2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.018,0.073,
10E8+3BNC117,CE1172_H1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.142,1.16,
10E8+3BNC117,CE1176_A3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.055,0.268,
10E8+3BNC117,CE2010_F5,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.048,0.169,
10E8+3BNC117,CE2060_G9,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.086,0.311,
10E8+3BNC117,CH119_10,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.498,1.85,
10E8+3BNC117,CNE17,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.235,1.14,
10E8+3BNC117,CNE19,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.016,0.052,
10E8+3BNC117,CNE20,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.164,1.09,
10E8+3BNC117,CNE21,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.517,3.03,
10E8+3BNC117,CNE30,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.155,0.65,
10E8+3BNC117,CNE5,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.167,0.564,
10E8+3BNC117,CNE52,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.037,0.113,
10E8+3BNC117,CNE53,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.057,0.219,
10E8+3BNC117,CNE55,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.031,0.162,
10E8+3BNC117,CNE58,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.11,0.459,
10E8+3BNC117,CNE8,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.018,0.124,
10E8+3BNC117,DU156_12,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.013,0.062,
10E8+3BNC117,DU172_17,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.014,0.106,
10E8+3BNC117,DU422_1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.281,1.06,
10E8+3BNC117,MS208_A1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.044,0.19,
10E8+3BNC117,P0402_C2_11,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.012,0.07,
10E8+3BNC117,P1981_C5_3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.025,0.15,
10E8+3BNC117,PVO_4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.045,0.121,
10E8+3BNC117,Q23_17,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.011,0.043,
10E8+3BNC117,Q259_17,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.02,0.059,
10E8+3BNC117,Q461_E2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.046,0.136,
10E8+3BNC117,Q769_D22,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.012,0.039,
10E8+3BNC117,Q842_D12,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.009,0.03,
10E8+3BNC117,QH0692_42,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.042,0.258,
10E8+3BNC117,R1166_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.096,0.265,
10E8+3BNC117,R2184_C4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.018,0.07,
10E8+3BNC117,R3265_C6,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.049,0.544,
10E8+3BNC117,REJO4541_67,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.024,0.085,
10E8+3BNC117,RHPA4259_7,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.014,0.043,
10E8+3BNC117,SC05_8C11_2344,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.057,0.216,
10E8+3BNC117,SC422_8,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.024,0.104,
10E8+3BNC117,T250_4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.752,3.44,
10E8+3BNC117,T251_18,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.071,0.255,
10E8+3BNC117,T255_34,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.028,0.123,
10E8+3BNC117,T257_31,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.091,0.395,
10E8+3BNC117,T278_50,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.978,4.44,
10E8+3BNC117,THRO4156,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.07,0.386,
10E8+3BNC117,TRJO4551_58,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.108,0.318,
10E8+3BNC117,TRO_11,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.008,0.049,
10E8+3BNC117,WEAU_D15_410,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.055,0.191,
10E8+3BNC117,WITO4160_33,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.018,0.082,
10E8+3BNC117,X1193_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.047,0.15,
10E8+3BNC117,X1254_C3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.063,0.195,
10E8+3BNC117,X1632_S2_B10,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.13,0.69,
10E8+3BNC117,X2088_C9,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,>25,>25,
10E8+3BNC117,X2131_C1_B5,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.009,0.076,
10E8+3BNC117,X2278_C2_B6,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.019,0.051,
10E8+3BNC117,ZM109_4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.055,0.245,
10E8+3BNC117,ZM135_10A,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.045,0.147,
10E8+3BNC117,ZM197_7,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.046,0.269,
10E8+3BNC117,ZM214_15,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.21,0.776,
10E8+3BNC117,ZM233_6,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.133,0.368,
10E8+3BNC117,ZM246F,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,1.02,2.79,
10E8+3BNC117,ZM247_V1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.42,2.14,
10E8+3BNC117,ZM249_1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.047,0.186,
10E8+3BNC117,ZM53_12,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.129,0.561,
10E8+3BNC117+PG9,0013095_2_11,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.003,0.022,
10E8+3BNC117+PG9,001428_2_42,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.001,0.005,
10E8+3BNC117+PG9,0260_V5_C36,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.135,0.405,
10E8+3BNC117+PG9,0330_V4_C3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.009,0.027,
10E8+3BNC117+PG9,0815_V3_C3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.015,0.049,
10E8+3BNC117+PG9,1006_11_C3_1601,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.014,0.065,
10E8+3BNC117+PG9,1012_11_TC21_3257,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.02,0.067,
10E8+3BNC117+PG9,1054_07_TC4_1499,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.017,0.093,
10E8+3BNC117+PG9,1056_10_TA11_1826,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.05,0.241,
10E8+3BNC117+PG9,1394_C9G1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.015,0.042,
10E8+3BNC117+PG9,16055_2_3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.007,0.025,
10E8+3BNC117+PG9,16845_2_22,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.014,0.185,
10E8+3BNC117+PG9,191084_B7_19,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.014,0.047,
10E8+3BNC117+PG9,191821_E6_1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.092,0.324,
10E8+3BNC117+PG9,191955_A11,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.02,0.043,
10E8+3BNC117+PG9,211_9,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.085,0.186,
10E8+3BNC117+PG9,231965_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.049,0.159,
10E8+3BNC117+PG9,231966_C2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.014,0.066,
10E8+3BNC117+PG9,235_47,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.014,0.074,
10E8+3BNC117+PG9,246_F3_C10_2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.014,0.048,
10E8+3BNC117+PG9,249M_B10,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.022,0.059,
10E8+3BNC117+PG9,25710_2_43,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.009,0.044,
10E8+3BNC117+PG9,263_8,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.013,0.045,
10E8+3BNC117+PG9,3016_V5_C45,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.043,0.198,
10E8+3BNC117+PG9,3103_V3_C10,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.345,0.922,
10E8+3BNC117+PG9,3301_V1_C24,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.029,0.076,
10E8+3BNC117+PG9,3817_V2_C59,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.002,0.008,
10E8+3BNC117+PG9,398_F1_F6_20,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.039,0.185,
10E8+3BNC117+PG9,6041_V3_C23,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.005,0.016,
10E8+3BNC117+PG9,620345_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.183,0.554,
10E8+3BNC117+PG9,62357_14_D3_4589,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.032,0.105,
10E8+3BNC117+PG9,6240_08_TA5_4622,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.098,0.276,
10E8+3BNC117+PG9,6244_13_B5_4567,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.011,0.057,
10E8+3BNC117+PG9,6535_3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.064,0.205,
10E8+3BNC117+PG9,6540_V4_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.021,0.086,
10E8+3BNC117+PG9,6545_V4_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.025,0.096,
10E8+3BNC117+PG9,6811_V7_C18,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.047,0.141,
10E8+3BNC117+PG9,6952_V1_C20,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.021,0.12,
10E8+3BNC117+PG9,703010054_2A2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.018,0.04,
10E8+3BNC117+PG9,703010200_1E5,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.3,0.8,
10E8+3BNC117+PG9,703010217_B6,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.004,0.012,
10E8+3BNC117+PG9,704809221_1B3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.002,0.019,
10E8+3BNC117+PG9,89_F1_2_25,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.218,1.09,
10E8+3BNC117+PG9,9004SS_A3_4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.015,0.04,
10E8+3BNC117+PG9,928_28,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.012,0.053,
10E8+3BNC117+PG9,A07412M1_VRC12,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.035,0.126,
10E8+3BNC117+PG9,AC10_29,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.027,0.096,
10E8+3BNC117+PG9,BF1266_431A,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.01,0.027,
10E8+3BNC117+PG9,BJOX002000_03_2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.031,0.144,
10E8+3BNC117+PG9,BJOX009000_02_4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.09,0.361,
10E8+3BNC117+PG9,BJOX010000_06_2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.016,0.098,
10E8+3BNC117+PG9,BJOX015000_11_5,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.013,0.097,
10E8+3BNC117+PG9,BJOX025000_01_1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.029,0.102,
10E8+3BNC117+PG9,BJOX028000_10_3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.009,0.033,
10E8+3BNC117+PG9,C1080_C3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.001,0.004,
10E8+3BNC117+PG9,C2101_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.012,0.04,
10E8+3BNC117+PG9,C3347_C11,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.002,0.012,
10E8+3BNC117+PG9,C4118_9,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.013,0.04,
10E8+3BNC117+PG9,CAAN5342,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.38,1.06,
10E8+3BNC117+PG9,CAP210_E8,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.09,0.416,
10E8+3BNC117+PG9,CAP45_G3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.003,0.01,
10E8+3BNC117+PG9,CE0393_C3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.009,0.033,
10E8+3BNC117+PG9,CE0682_E4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.02,0.065,
10E8+3BNC117+PG9,CE1086_B2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.03,0.083,
10E8+3BNC117+PG9,CE1172_H1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.022,0.073,
10E8+3BNC117+PG9,CE1176_A3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.008,0.025,
10E8+3BNC117+PG9,CE2010_F5,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.056,0.2,
10E8+3BNC117+PG9,CE2060_G9,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.031,0.083,
10E8+3BNC117+PG9,CH119_10,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.11,0.417,
10E8+3BNC117+PG9,CNE17,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.048,0.169,
10E8+3BNC117+PG9,CNE19,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.009,0.032,
10E8+3BNC117+PG9,CNE20,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.016,0.08,
10E8+3BNC117+PG9,CNE21,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.041,0.14,
10E8+3BNC117+PG9,CNE30,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.167,0.597,
10E8+3BNC117+PG9,CNE5,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.01,0.03,
10E8+3BNC117+PG9,CNE52,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.018,0.052,
10E8+3BNC117+PG9,CNE53,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.028,0.089,
10E8+3BNC117+PG9,CNE55,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.021,0.085,
10E8+3BNC117+PG9,CNE58,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.013,0.047,
10E8+3BNC117+PG9,CNE8,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.017,0.091,
10E8+3BNC117+PG9,DU156_12,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.014,0.045,
10E8+3BNC117+PG9,DU172_17,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.019,0.102,
10E8+3BNC117+PG9,DU422_1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.058,0.261,
10E8+3BNC117+PG9,MS208_A1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.023,0.083,
10E8+3BNC117+PG9,P0402_C2_11,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.005,0.051,
10E8+3BNC117+PG9,P1981_C5_3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.008,0.088,
10E8+3BNC117+PG9,PVO_4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.047,0.144,
10E8+3BNC117+PG9,Q23_17,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.001,0.006,
10E8+3BNC117+PG9,Q259_17,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.011,0.039,
10E8+3BNC117+PG9,Q461_E2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.038,0.108,
10E8+3BNC117+PG9,Q769_D22,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.005,0.016,
10E8+3BNC117+PG9,Q842_D12,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.006,0.015,
10E8+3BNC117+PG9,QH0692_42,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.071,0.272,
10E8+3BNC117+PG9,R1166_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.051,0.199,
10E8+3BNC117+PG9,R2184_C4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.018,0.052,
10E8+3BNC117+PG9,R3265_C6,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.036,0.164,
10E8+3BNC117+PG9,REJO4541_67,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.004,0.018,
10E8+3BNC117+PG9,RHPA4259_7,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.017,0.049,
10E8+3BNC117+PG9,SC05_8C11_2344,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.064,0.183,
10E8+3BNC117+PG9,SC422_8,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.024,0.077,
10E8+3BNC117+PG9,T250_4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.0005,0.003,
10E8+3BNC117+PG9,T251_18,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.066,0.267,
10E8+3BNC117+PG9,T255_34,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.015,0.044,
10E8+3BNC117+PG9,T257_31,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.016,0.049,
10E8+3BNC117+PG9,T278_50,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.12,0.596,
10E8+3BNC117+PG9,THRO4156,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.078,0.419,
10E8+3BNC117+PG9,TRJO4551_58,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.077,0.205,
10E8+3BNC117+PG9,TRO_11,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.019,0.055,
10E8+3BNC117+PG9,WEAU_D15_410,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.05,0.154,
10E8+3BNC117+PG9,WITO4160_33,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.004,0.014,
10E8+3BNC117+PG9,X1193_C1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.029,0.095,
10E8+3BNC117+PG9,X1254_C3,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.027,0.066,
10E8+3BNC117+PG9,X1632_S2_B10,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.031,0.119,
10E8+3BNC117+PG9,X2088_C9,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,>25,>25,
10E8+3BNC117+PG9,X2131_C1_B5,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.011,0.038,
10E8+3BNC117+PG9,X2278_C2_B6,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.006,0.018,
10E8+3BNC117+PG9,ZM109_4,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.029,0.124,
10E8+3BNC117+PG9,ZM135_10A,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.034,0.143,
10E8+3BNC117+PG9,ZM197_7,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.052,0.256,
10E8+3BNC117+PG9,ZM214_15,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.31,0.929,
10E8+3BNC117+PG9,ZM233_6,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.008,0.026,
10E8+3BNC117+PG9,ZM246F,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.79,2.64,
10E8+3BNC117+PG9,ZM247_V1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.039,0.135,
10E8+3BNC117+PG9,ZM249_1,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.029,0.089,
10E8+3BNC117+PG9,ZM53_12,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.028,0.097,
10E8+b12,0013095_2_11,Doria-Rose et al. PLoS Pathog 13:e1006148 (2017),28052137,0.076,,
10E8+b12,001428_2_42,Doria-Rose et al. PLoS Pathog 13:e1006148 (2017),28052137,3.61,,
10E8+b12,231965_C1,Doria-Rose et al. PLoS Pathog 13:e1006148 (2017),28052137,0.224,,
10E8+b12,242_14,Doria-Rose et al. PLoS Pathog 13:e1006148 (2017),28052137,1.41,,
10E8+b12,247_23,Doria-Rose et al. PLoS Pathog 13:e1006148 (2017),28052137,0.306,,
