Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50,Type
10-1074,2319_BL_B2_4,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.101,0.281,,V3 glycan-targeting
10-1074,2319_BL_B3_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.152,0.53,,V3 glycan-targeting
10-1074,2319_BL_C1_4,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.032,0.088,,V3 glycan-targeting
10-1074,2319_BL_E10_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.009,0.035,,V3 glycan-targeting
10-1074,2319_BL_E12_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.001,0.017,,V3 glycan-targeting
10-1074,2319_BL_E3_1,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.008,0.025,,V3 glycan-targeting
10-1074,2319_BL_F1_1,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.018,0.037,,V3 glycan-targeting
10-1074,2319_BL_H1_1,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.026,0.097,,V3 glycan-targeting
10-1074,2319_BL_H4_4,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.001,0.008,,V3 glycan-targeting
10-1074,2319_BL_H7_1,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.029,0.16,,V3 glycan-targeting
10-1074,2319_V7_B1_3,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.084,0.235,,V3 glycan-targeting
10-1074,2319_V7_C1_4,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.015,0.071,,V3 glycan-targeting
10-1074,2319_V7_D2_4,Stephenson et al. Nat Med 7:1718 (2021),34621054,>50,>50,,V3 glycan-targeting
10-1074,2319_V7_H3_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.043,0.167,,V3 glycan-targeting
10-1074,234_F1_16_57,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,>20,,,V3 glycan-targeting
10-1074,234_F1_16_57,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>20,>20,,V3 glycan-targeting
10-1074,235080_3G7_REV,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,0.001,,,V3 glycan-targeting
10-1074,235080_3G7_REV,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.001,0.004,,V3 glycan-targeting
10-1074,235_47,Alam et al. Sci Transl Med 9:eaai7521 (2017) - dataset 1,28298421,0.004,,,V3 glycan-targeting
10-1074,235_47,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,0.004,,,V3 glycan-targeting
10-1074,235_47,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.092,,,V3 glycan-targeting
10-1074,235_47,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,0.004,,,V3 glycan-targeting
10-1074,235_47,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.05,,,V3 glycan-targeting
10-1074,235_47,Chuang et al. Structure 27:196 (2019),30471922,0.041,0.126,,V3 glycan-targeting
10-1074,235_47,Freund et al. Sci Transl Med 9:eaal2144 (2017),28100831,0.058,0.224,,V3 glycan-targeting
10-1074,235_47,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,0.004,,,V3 glycan-targeting
10-1074,235_47,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.02,0.102,,V3 glycan-targeting
10-1074,235_47,Kwon et al. Cell Reports 22:1798 (2018),29444432,0.004,0.058,,V3 glycan-targeting
10-1074,235_47,Mouquet et al. PNAS USA 109:E3268 (2012a),23115339,0.05,0.163,,V3 glycan-targeting
10-1074,242_14,Alam et al. Sci Transl Med 9:eaai7521 (2017) - dataset 1,28298421,>50,,,V3 glycan-targeting
10-1074,242_14,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,>50,,,V3 glycan-targeting
10-1074,242_14,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,>50,,,V3 glycan-targeting
10-1074,242_14,Chuang et al. Structure 27:196 (2019),30471922,>50,>50,,V3 glycan-targeting
10-1074,242_14,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,>50,,,V3 glycan-targeting
10-1074,242_14,Kwon et al. Cell Reports 22:1798 (2018),29444432,>50,>50,,V3 glycan-targeting
10-1074,246_F3_C10_2,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,>50,,,V3 glycan-targeting
10-1074,246_F3_C10_2,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,>50,,,V3 glycan-targeting
10-1074,246_F3_C10_2,Chuang et al. Structure 27:196 (2019),30471922,>50,>50,,V3 glycan-targeting
10-1074,246_F3_C10_2,Davis-Gardner et al. mBio 11:e03080 (2020) - dataset 1,31937648,>20,>20,,V3 glycan-targeting
10-1074,246_F3_C10_2,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,>25,>25,,V3 glycan-targeting
10-1074,246_F3_C10_2,Kwon et al. Cell Reports 22:1798 (2018),29444432,>50,>50,,V3 glycan-targeting
10-1074,246_F3_C10_2,Webb et al. Nat Commun 29:8443 (2015),26416571,>50,>50,,V3 glycan-targeting
10-1074,247_23,Alam et al. Sci Transl Med 9:eaai7521 (2017) - dataset 1,28298421,>50,,,V3 glycan-targeting
10-1074,247_23,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,>50,,,V3 glycan-targeting
10-1074,247_23,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,>50,,,V3 glycan-targeting
10-1074,247_23,Chuang et al. Structure 27:196 (2019),30471922,>50,>50,,V3 glycan-targeting
10-1074,247_23,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,>50,,,V3 glycan-targeting
10-1074,247_23,Kwon et al. Cell Reports 22:1798 (2018),29444432,>50,>50,,V3 glycan-targeting
10-1074,249M_B10,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>50,,,V3 glycan-targeting
10-1074,249M_B10,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,>50,,,V3 glycan-targeting
10-1074,249M_B10,Freund et al. Sci Transl Med 9:eaal2144 (2017),28100831,>10,>10,,V3 glycan-targeting
10-1074,249M_B10,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,>25,>25,,V3 glycan-targeting
10-1074,249M_B10,Mouquet et al. PNAS USA 109:E3268 (2012a),23115339,>50,>50,,V3 glycan-targeting
10-1074,25710_2_43,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,0.011,,,V3 glycan-targeting
10-1074,25710_2_43,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,0.011,,,V3 glycan-targeting
10-1074,25710_2_43,Chuang et al. Structure 27:196 (2019),30471922,0.06,0.16,,V3 glycan-targeting
10-1074,25710_2_43,Davis-Gardner et al. mBio 11:e03080 (2020) - dataset 1,31937648,0.082,0.186,,V3 glycan-targeting
10-1074,25710_2_43,Davis-Gardner et al. mBio 11:e03080 (2020) - dataset 2,31937648,0.00599,0.020055,,V3 glycan-targeting
10-1074,25710_2_43,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,0.011,,,V3 glycan-targeting
10-1074,25710_2_43,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.051,0.199,,V3 glycan-targeting
10-1074,25710_2_43,Kwon et al. Cell Reports 22:1798 (2018),29444432,0.011,0.109,,V3 glycan-targeting
10-1074,25710_2_43,Webb et al. Nat Commun 29:8443 (2015),26416571,0.08,0.21,,V3 glycan-targeting
10-1074,25710_2_43,Wu et al. J Clin Invest 128:2239 (2018) - dataset 1,29461979,0.137,,,V3 glycan-targeting
10-1074,25711_2_4,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,0.001,,,V3 glycan-targeting
10-1074,25711_2_4,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,0.001,,,V3 glycan-targeting
10-1074,25711_2_4,Chuang et al. Structure 27:196 (2019),30471922,0.023,0.055,,V3 glycan-targeting
10-1074,25711_2_4,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,0.024,,,V3 glycan-targeting
10-1074,25711_2_4,Kwon et al. Cell Reports 22:1798 (2018),29444432,0.024,0.096,,V3 glycan-targeting
10-1074,25925_2_22,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,0.001,,,V3 glycan-targeting
10-1074,25925_2_22,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,0.001,,,V3 glycan-targeting
10-1074,25925_2_22,Chuang et al. Structure 27:196 (2019),30471922,0.019,0.052,,V3 glycan-targeting
10-1074,25925_2_22,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,0.042,,,V3 glycan-targeting
10-1074,25925_2_22,Kwon et al. Cell Reports 22:1798 (2018),29444432,0.042,0.156,,V3 glycan-targeting
10-1074,26191_2_48,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,0.01,,,V3 glycan-targeting
10-1074,26191_2_48,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,0.01,,,V3 glycan-targeting
10-1074,26191_2_48,Chuang et al. Structure 27:196 (2019),30471922,0.072,0.186,,V3 glycan-targeting
10-1074,26191_2_48,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,0.01,,,V3 glycan-targeting
10-1074,26191_2_48,Kwon et al. Cell Reports 22:1798 (2018),29444432,0.01,0.07,,V3 glycan-targeting
10-1074,263_8,Alam et al. Sci Transl Med 9:eaai7521 (2017) - dataset 1,28298421,0.092,,,V3 glycan-targeting
10-1074,263_8,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,0.092,,,V3 glycan-targeting
10-1074,263_8,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.793,,,V3 glycan-targeting
10-1074,263_8,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,0.092,,,V3 glycan-targeting
10-1074,263_8,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.666,,,V3 glycan-targeting
10-1074,263_8,Chuang et al. Structure 27:196 (2019),30471922,0.302,2.18,,V3 glycan-targeting
10-1074,263_8,Freund et al. Sci Transl Med 9:eaal2144 (2017),28100831,0.416,5.714,,V3 glycan-targeting
10-1074,263_8,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,0.092,,,V3 glycan-targeting
10-1074,263_8,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.31,4.21,,V3 glycan-targeting
10-1074,263_8,Kwon et al. Cell Reports 22:1798 (2018),29444432,0.092,1.76,,V3 glycan-targeting
10-1074,263_8,Mouquet et al. PNAS USA 109:E3268 (2012a),23115339,0.666,6.527,,V3 glycan-targeting
10-1074,269_12,Alam et al. Sci Transl Med 9:eaai7521 (2017) - dataset 1,28298421,0.004,,,V3 glycan-targeting
10-1074,269_12,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,0.004,,,V3 glycan-targeting
10-1074,269_12,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,0.004,,,V3 glycan-targeting
10-1074,269_12,Chuang et al. Structure 27:196 (2019),30471922,0.061,0.138,,V3 glycan-targeting
10-1074,269_12,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,0.004,,,V3 glycan-targeting
10-1074,269_12,Kwon et al. Cell Reports 22:1798 (2018),29444432,0.004,0.051,,V3 glycan-targeting
10-1074,271_11,Alam et al. Sci Transl Med 9:eaai7521 (2017) - dataset 1,28298421,>50,,,V3 glycan-targeting
10-1074,271_11,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,>50,,,V3 glycan-targeting
10-1074,271_11,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,>50,,,V3 glycan-targeting
10-1074,271_11,Chuang et al. Structure 27:196 (2019),30471922,>50,>50,,V3 glycan-targeting
10-1074,271_11,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,>50,,,V3 glycan-targeting
10-1074,271_11,Kwon et al. Cell Reports 22:1798 (2018),29444432,>50,>50,,V3 glycan-targeting
10-1074,2759058_F10_B6,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,>20,,,V3 glycan-targeting
10-1074,2759058_F10_B6,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>20,>20,,V3 glycan-targeting
10-1074,2768732_C5_16,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,>20,,,V3 glycan-targeting
10-1074,2768732_C5_16,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>20,>20,,V3 glycan-targeting
10-1074,2833264,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,>20,,,V3 glycan-targeting
10-1074,2833264,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>20,>20,,V3 glycan-targeting
10-1074,286_36,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,0.0003,,,V3 glycan-targeting
10-1074,286_36,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,0.0003,,,V3 glycan-targeting
10-1074,286_36,Chuang et al. Structure 27:196 (2019),30471922,0.006,0.029,,V3 glycan-targeting
10-1074,286_36,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,0.009,,,V3 glycan-targeting
10-1074,286_36,Kwon et al. Cell Reports 22:1798 (2018),29444432,0.009,0.063,,V3 glycan-targeting
10-1074,2865_A11_12,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,2.057,,,V3 glycan-targeting
10-1074,2865_A11_12,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,2.057,6.61,,V3 glycan-targeting
10-1074,2869751_A4_D3,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,0.17,,,V3 glycan-targeting
10-1074,2869751_A4_D3,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.17,0.504,,V3 glycan-targeting
10-1074,288_38,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,0.0007,,,V3 glycan-targeting
10-1074,288_38,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,0.0007,,,V3 glycan-targeting
10-1074,288_38,Chuang et al. Structure 27:196 (2019),30471922,0.021,0.047,,V3 glycan-targeting
10-1074,288_38,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,0.024,,,V3 glycan-targeting
10-1074,288_38,Kwon et al. Cell Reports 22:1798 (2018),29444432,0.024,0.054,,V3 glycan-targeting
10-1074,2891391_A2_E1,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,12.928,,,V3 glycan-targeting
10-1074,2891391_A2_E1,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,12.928,>20,,V3 glycan-targeting
10-1074,2936_BL_B10_3,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.004,0.016,,V3 glycan-targeting
10-1074,2936_BL_C1_3,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.006,0.028,,V3 glycan-targeting
10-1074,2936_BL_E10_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.004,0.023,,V3 glycan-targeting
10-1074,2936_V9_A3_3,Stephenson et al. Nat Med 7:1718 (2021),34621054,>50,>50,,V3 glycan-targeting
10-1074,2936_V9_B3_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,>50,>50,,V3 glycan-targeting
10-1074,2936_V9_B4_3,Stephenson et al. Nat Med 7:1718 (2021),34621054,>50,>50,,V3 glycan-targeting
10-1074,2936_V9_C3_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,>50,>50,,V3 glycan-targeting
10-1074,2936_V9_C5_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,>50,>50,,V3 glycan-targeting
10-1074,2936_V9_D3_3,Stephenson et al. Nat Med 7:1718 (2021),34621054,>50,>50,,V3 glycan-targeting
10-1074,2936_V9_E3_3,Stephenson et al. Nat Med 7:1718 (2021),34621054,>50,>50,,V3 glycan-targeting
10-1074,2936_V9_F2_3,Stephenson et al. Nat Med 7:1718 (2021),34621054,>50,>50,,V3 glycan-targeting
10-1074,2969249,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,>20,,,V3 glycan-targeting
10-1074,2969249,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>20,>20,,V3 glycan-targeting
10-1074,2990_BL_E2_8,Stephenson et al. Nat Med 7:1718 (2021),34621054,<0.001,0.001,,V3 glycan-targeting
10-1074,2990_BL_E5_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,<0.001,<0.001,,V3 glycan-targeting
10-1074,2990_BL_F1_1,Stephenson et al. Nat Med 7:1718 (2021),34621054,<0.001,0.022,,V3 glycan-targeting
10-1074,2990_BL_F4_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.002,0.016,,V3 glycan-targeting
10-1074,2990_BL_G1_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,<0.001,0.001,,V3 glycan-targeting
10-1074,2990_V7_B5_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.003,0.013,,V3 glycan-targeting
10-1074,2990_V7_B6_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.051,0.773,,V3 glycan-targeting
10-1074,2990_V7_C10_3,Stephenson et al. Nat Med 7:1718 (2021),34621054,0.002,0.011,,V3 glycan-targeting
10-1074,2990_V7_C1_4,Stephenson et al. Nat Med 7:1718 (2021),34621054,<0.001,0.003,,V3 glycan-targeting
10-1074,2990_V7_C2_3,Stephenson et al. Nat Med 7:1718 (2021),34621054,<0.001,0.003,,V3 glycan-targeting
10-1074,2990_V7_C9_1,Stephenson et al. Nat Med 7:1718 (2021),34621054,<0.001,0.003,,V3 glycan-targeting
10-1074,2990_V7_D4_4,Stephenson et al. Nat Med 7:1718 (2021),34621054,<0.001,0.001,,V3 glycan-targeting
10-1074,2990_V7_F2_3,Stephenson et al. Nat Med 7:1718 (2021),34621054,<0.001,0.001,,V3 glycan-targeting
10-1074,2990_V7_F7_2,Stephenson et al. Nat Med 7:1718 (2021),34621054,>50,>50,,V3 glycan-targeting
10-1074,3016_V5_C45,Alam et al. Sci Transl Med 9:eaai7521 (2017) - dataset 1,28298421,>50,,,V3 glycan-targeting
10-1074,3016_V5_C45,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,>50,,,V3 glycan-targeting
10-1074,3016_V5_C45,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,>50,,,V3 glycan-targeting
10-1074,3016_V5_C45,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,>50,,,V3 glycan-targeting
10-1074,3016_V5_C45,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,>50,,,V3 glycan-targeting
10-1074,3016_V5_C45,Chuang et al. Structure 27:196 (2019),30471922,>50,>50,,V3 glycan-targeting
10-1074,3016_V5_C45,Freund et al. Sci Transl Med 9:eaal2144 (2017),28100831,>10,>10,,V3 glycan-targeting
10-1074,3016_V5_C45,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,>50,,,V3 glycan-targeting
10-1074,3016_V5_C45,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,>25,>25,,V3 glycan-targeting
10-1074,3016_V5_C45,Kwon et al. Cell Reports 22:1798 (2018),29444432,>50,>50,,V3 glycan-targeting
10-1074,3016_V5_C45,Mouquet et al. PNAS USA 109:E3268 (2012a),23115339,>50,>50,,V3 glycan-targeting
10-1074,3016_V5_C45,Wagh et al. PLoS Pathog 14:e1006860 (2018),29505593,>50,>50,,V3 glycan-targeting
10-1074,3016_V5_C45,Wang et al. eLife 9:e61991 (2020),33084569,>10,,,V3 glycan-targeting
10-1074,304_F2_1_11,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,>20,,,V3 glycan-targeting
10-1074,304_F2_1_11,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,>20,>20,,V3 glycan-targeting
10-1074,3103_V3_C10,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.041,,,V3 glycan-targeting
10-1074,3103_V3_C10,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.037,,,V3 glycan-targeting
10-1074,3103_V3_C10,Freund et al. Sci Transl Med 9:eaal2144 (2017),28100831,0.024,0.061,,V3 glycan-targeting
10-1074,3103_V3_C10,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.004,0.029,,V3 glycan-targeting
10-1074,3103_V3_C10,Mouquet et al. PNAS USA 109:E3268 (2012a),23115339,0.037,0.101,,V3 glycan-targeting
10-1074,3168_V4_C10,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,0.391,,,V3 glycan-targeting
10-1074,3168_V4_C10,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,0.382,,,V3 glycan-targeting
10-1074,3168_V4_C10,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,0.391,,,V3 glycan-targeting
10-1074,3168_V4_C10,Chuang et al. Structure 27:196 (2019),30471922,0.531,1.47,,V3 glycan-targeting
10-1074,3168_V4_C10,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,0.391,,,V3 glycan-targeting
10-1074,3168_V4_C10,Kwon et al. Cell Reports 22:1798 (2018),29444432,0.391,1.41,,V3 glycan-targeting
10-1074,3168_V4_C10,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.382,1.264,,V3 glycan-targeting
10-1074,318_AT_SGA1,Mandizvo et al. J Virol 96:e0127022 (2022),36453881,0.080,,,V3 glycan-targeting
10-1074,318_AT_SGA8,Mandizvo et al. J Virol 96:e0127022 (2022),36453881,0.030,,,V3 glycan-targeting
10-1074,318_BT_SGA1,Mandizvo et al. J Virol 96:e0127022 (2022),36453881,0.001,,,V3 glycan-targeting
10-1074,318_BT_SGA4,Mandizvo et al. J Virol 96:e0127022 (2022),36453881,0.001,,,V3 glycan-targeting
10-1074,318_BT_SGA5,Mandizvo et al. J Virol 96:e0127022 (2022),36453881,0.001,,,V3 glycan-targeting
10-1074,318_TF_SGA2,Mandizvo et al. J Virol 96:e0127022 (2022),36453881,0.001,,,V3 glycan-targeting
10-1074,329_14_B1,Mishra et al. J Virol 13:93 (2019),31217240,<0.02,,,V3 glycan-targeting
10-1074,329_14_B4,Mishra et al. J Virol 13:93 (2019),31217240,<0.02,,,V3 glycan-targeting
10-1074,329_15_A1,Mishra et al. J Virol 13:93 (2019),31217240,<0.02,,,V3 glycan-targeting
10-1074,329_15_B1,Mishra et al. J Virol 13:93 (2019),31217240,<0.02,,,V3 glycan-targeting
10-1074,329_16_C1,Mishra et al. J Virol 13:93 (2019),31217240,<0.02,,,V3 glycan-targeting
10-1074,329_16_D5,Mishra et al. J Virol 13:93 (2019),31217240,<0.02,,,V3 glycan-targeting
10-1074,330_14_A12,Mishra et al. J Virol 13:93 (2019),31217240,0.04,,,V3 glycan-targeting
10-1074,330_14_A20,Mishra et al. J Virol 13:93 (2019),31217240,<0.02,,,V3 glycan-targeting
10-1074,330_15_C36,Mishra et al. J Virol 13:93 (2019),31217240,<0.02,,,V3 glycan-targeting
10-1074,330_15_D36,Mishra et al. J Virol 13:93 (2019),31217240,<0.02,,,V3 glycan-targeting
10-1074,330_15_E36,Mishra et al. J Virol 13:93 (2019),31217240,<0.02,,,V3 glycan-targeting
10-1074,330_16_A2,Mishra et al. J Virol 13:93 (2019),31217240,1.02,,,V3 glycan-targeting
10-1074,330_16_D4,Mishra et al. J Virol 13:93 (2019),31217240,1.54,,,V3 glycan-targeting
10-1074,330_16_E6,Mishra et al. J Virol 13:93 (2019),31217240,<0.02,,,V3 glycan-targeting
10-1074,330_16_H2,Mishra et al. J Virol 13:93 (2019),31217240,0.99,,,V3 glycan-targeting
10-1074,3301_V1_C24,Alam et al. Sci Transl Med 9:eaai7521 (2017) - dataset 1,28298421,0.018,,,V3 glycan-targeting
10-1074,3301_V1_C24,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,0.001,,,V3 glycan-targeting
10-1074,3301_V1_C24,Bournazos et al. Cell 165:1609 (2016) - dataset 1,27315478,0.02,,,V3 glycan-targeting
10-1074,3301_V1_C24,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,0.001,,,V3 glycan-targeting
10-1074,3301_V1_C24,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 3,30629920,0.013,,,V3 glycan-targeting
10-1074,3301_V1_C24,Chuang et al. Structure 27:196 (2019),30471922,0.023,0.055,,V3 glycan-targeting
10-1074,3301_V1_C24,Freund et al. Sci Transl Med 9:eaal2144 (2017),28100831,0.018,0.049,,V3 glycan-targeting
10-1074,3301_V1_C24,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,0.018,,,V3 glycan-targeting
10-1074,3301_V1_C24,Kong et al. J Virol 89:2659 (2015) - dataset 2,25520506,0.003,0.024,,V3 glycan-targeting
10-1074,3301_V1_C24,Kwon et al. Cell Reports 22:1798 (2018),29444432,0.018,0.065,,V3 glycan-targeting
10-1074,3301_V1_C24,Mouquet et al. PNAS USA 109:E3268 (2012a),23115339,0.013,0.042,,V3 glycan-targeting
10-1074,3301_V1_C24,Wang et al. eLife 9:e61991 (2020),33084569,0.011,,,V3 glycan-targeting
10-1074,3312_D6_2,Bricault et al. Cell Host Microbe 25:59 (2019),30629920,0.043,,,V3 glycan-targeting
10-1074,3312_D6_2,Wagh et al. PLoS Pathog 12:e1005520 (2016),27028935,0.043,0.149,,V3 glycan-targeting
10-1074,3326_V4_C3,Alam et al. Sci Transl Med 9:eaai7521 (2017) - dataset 1,28298421,>50,,,V3 glycan-targeting
10-1074,3326_V4_C3,Bonsignori et al. Sci Transl Med 9:eaai7514 (2017),28298420,>50,,,V3 glycan-targeting
10-1074,3326_V4_C3,Bricault et al. Cell Host Microbe 25:59 (2019) - dataset 1,30629920,>50,,,V3 glycan-targeting
10-1074,3326_V4_C3,Chuang et al. Structure 27:196 (2019),30471922,>50,>50,,V3 glycan-targeting
10-1074,3326_V4_C3,Huang et al. Immunity 45:1108 (2016a) - dataset 1,27851912,>50,,,V3 glycan-targeting
10-1074,3326_V4_C3,Kwon et al. Cell Reports 22:1798 (2018),29444432,>50,>50,,V3 glycan-targeting
10-1074,3337_V2_C6,Alam et al. Sci Transl Med 9:eaai7521 (2017) - dataset 1,28298421,0.008,,,V3 glycan-targeting
