Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50
polyclonal DRVI01 2008-12,246_F3_C10_2,Kong et al. Immunity 44:939 (2016),27067056,,,45
polyclonal DRVI01 2008-12,25710_2_43,Kong et al. Immunity 44:939 (2016),27067056,,,305
polyclonal DRVI01 2008-12,398_F1_F6_20,Kong et al. Immunity 44:939 (2016),27067056,,,460
polyclonal DRVI01 2008-12,703010217_B6,Kong et al. Immunity 44:939 (2016),27067056,,,332
polyclonal DRVI01 2008-12,AC10_29,Kong et al. Immunity 44:939 (2016),27067056,,,112
polyclonal DRVI01 2008-12,BJMSM2249,Kong et al. Immunity 44:939 (2016),27067056,,,98
polyclonal DRVI01 2008-12,BJMSM2316,Kong et al. Immunity 44:939 (2016),27067056,,,440
polyclonal DRVI01 2008-12,BJMSM2498,Kong et al. Immunity 44:939 (2016),27067056,,,150
polyclonal DRVI01 2008-12,BJOX002000_03_2,Kong et al. Immunity 44:939 (2016),27067056,,,199
polyclonal DRVI01 2008-12,CAAN5342,Kong et al. Immunity 44:939 (2016),27067056,,,129
polyclonal DRVI01 2008-12,CAP45_G3,Kong et al. Immunity 44:939 (2016),27067056,,,700
polyclonal DRVI01 2008-12,CE1176_A3,Kong et al. Immunity 44:939 (2016),27067056,,,538
polyclonal DRVI01 2008-12,CH110_2,Kong et al. Immunity 44:939 (2016),27067056,,,1857
polyclonal DRVI01 2008-12,CH117_4,Kong et al. Immunity 44:939 (2016),27067056,,,500
polyclonal DRVI01 2008-12,CH119_10,Kong et al. Immunity 44:939 (2016),27067056,,,321
polyclonal DRVI01 2008-12,CH120_6,Kong et al. Immunity 44:939 (2016),27067056,,,54
polyclonal DRVI01 2008-12,CH181_12,Kong et al. Immunity 44:939 (2016),27067056,,,574
polyclonal DRVI01 2008-12,CNE55,Kong et al. Immunity 44:939 (2016),27067056,,,121
polyclonal DRVI01 2008-12,CNE8,Kong et al. Immunity 44:939 (2016),27067056,,,219
polyclonal DRVI01 2008-12,DU422_1,Kong et al. Immunity 44:939 (2016),27067056,,,623
polyclonal DRVI01 2008-12,MW965_26,Kong et al. Immunity 44:939 (2016),27067056,,,652
polyclonal DRVI01 2008-12,PVO_4,Kong et al. Immunity 44:939 (2016),27067056,,,61
polyclonal DRVI01 2008-12,Q259_17,Kong et al. Immunity 44:939 (2016),27067056,,,820
polyclonal DRVI01 2008-12,Q461_E2,Kong et al. Immunity 44:939 (2016),27067056,,,60
polyclonal DRVI01 2008-12,Q769_D22,Kong et al. Immunity 44:939 (2016),27067056,,,460
polyclonal DRVI01 2008-12,Q842_D12,Kong et al. Immunity 44:939 (2016),27067056,,,970
polyclonal DRVI01 2008-12,QH0692_42,Kong et al. Immunity 44:939 (2016),27067056,,,133
polyclonal DRVI01 2008-12,REJO4541_67,Kong et al. Immunity 44:939 (2016),27067056,,,490
polyclonal DRVI01 2008-12,RHPA4259_7,Kong et al. Immunity 44:939 (2016),27067056,,,460
polyclonal DRVI01 2008-12,SC422_8,Kong et al. Immunity 44:939 (2016),27067056,,,690
polyclonal DRVI01 2008-12,SF162,Kong et al. Immunity 44:939 (2016),27067056,,,2969
polyclonal DRVI01 2008-12,TRJO4551_58,Kong et al. Immunity 44:939 (2016),27067056,,,237
polyclonal DRVI01 2008-12,TRO_11,Kong et al. Immunity 44:939 (2016),27067056,,,426
polyclonal DRVI01 2008-12,X1632_S2_B10,Kong et al. Immunity 44:939 (2016),27067056,,,425
polyclonal DRVI01 2008-12,X2278_C2_B6,Kong et al. Immunity 44:939 (2016),27067056,,,807
polyclonal DRVI01 2008-12,ZM109_4,Kong et al. Immunity 44:939 (2016),27067056,,,172
polyclonal DRVI01 2008-12,ZM249_1,Kong et al. Immunity 44:939 (2016),27067056,,,836
polyclonal DRVI01 2009-05,246_F3_C10_2,Kong et al. Immunity 44:939 (2016),27067056,,,89
polyclonal DRVI01 2009-05,25710_2_43,Kong et al. Immunity 44:939 (2016),27067056,,,278
polyclonal DRVI01 2009-05,398_F1_F6_20,Kong et al. Immunity 44:939 (2016),27067056,,,853
polyclonal DRVI01 2009-05,703010217_B6,Kong et al. Immunity 44:939 (2016),27067056,,,237
polyclonal DRVI01 2009-05,AC10_29,Kong et al. Immunity 44:939 (2016),27067056,,,<20
polyclonal DRVI01 2009-05,BJMSM2249,Kong et al. Immunity 44:939 (2016),27067056,,,37
polyclonal DRVI01 2009-05,BJMSM2316,Kong et al. Immunity 44:939 (2016),27067056,,,533
polyclonal DRVI01 2009-05,BJMSM2498,Kong et al. Immunity 44:939 (2016),27067056,,,73
polyclonal DRVI01 2009-05,BJOX002000_03_2,Kong et al. Immunity 44:939 (2016),27067056,,,186
polyclonal DRVI01 2009-05,CAAN5342,Kong et al. Immunity 44:939 (2016),27067056,,,137
polyclonal DRVI01 2009-05,CAP45_G3,Kong et al. Immunity 44:939 (2016),27067056,,,796
polyclonal DRVI01 2009-05,CE1176_A3,Kong et al. Immunity 44:939 (2016),27067056,,,293
polyclonal DRVI01 2009-05,CH110_2,Kong et al. Immunity 44:939 (2016),27067056,,,1688
polyclonal DRVI01 2009-05,CH117_4,Kong et al. Immunity 44:939 (2016),27067056,,,519
polyclonal DRVI01 2009-05,CH119_10,Kong et al. Immunity 44:939 (2016),27067056,,,519
polyclonal DRVI01 2009-05,CH120_6,Kong et al. Immunity 44:939 (2016),27067056,,,35
polyclonal DRVI01 2009-05,CH181_12,Kong et al. Immunity 44:939 (2016),27067056,,,649
polyclonal DRVI01 2009-05,CNE55,Kong et al. Immunity 44:939 (2016),27067056,,,167
polyclonal DRVI01 2009-05,CNE8,Kong et al. Immunity 44:939 (2016),27067056,,,398
polyclonal DRVI01 2009-05,DU422_1,Kong et al. Immunity 44:939 (2016),27067056,,,124
polyclonal DRVI01 2009-05,MW965_26,Kong et al. Immunity 44:939 (2016),27067056,,,1314
polyclonal DRVI01 2009-05,PVO_4,Kong et al. Immunity 44:939 (2016),27067056,,,1289
polyclonal DRVI01 2009-05,Q259_17,Kong et al. Immunity 44:939 (2016),27067056,,,1261
polyclonal DRVI01 2009-05,Q461_E2,Kong et al. Immunity 44:939 (2016),27067056,,,69
polyclonal DRVI01 2009-05,Q769_D22,Kong et al. Immunity 44:939 (2016),27067056,,,557
polyclonal DRVI01 2009-05,Q842_D12,Kong et al. Immunity 44:939 (2016),27067056,,,772
polyclonal DRVI01 2009-05,QH0692_42,Kong et al. Immunity 44:939 (2016),27067056,,,297
polyclonal DRVI01 2009-05,REJO4541_67,Kong et al. Immunity 44:939 (2016),27067056,,,1100
polyclonal DRVI01 2009-05,RHPA4259_7,Kong et al. Immunity 44:939 (2016),27067056,,,311
polyclonal DRVI01 2009-05,SC422_8,Kong et al. Immunity 44:939 (2016),27067056,,,914
polyclonal DRVI01 2009-05,SF162,Kong et al. Immunity 44:939 (2016),27067056,,,4997
polyclonal DRVI01 2009-05,TRJO4551_58,Kong et al. Immunity 44:939 (2016),27067056,,,489
polyclonal DRVI01 2009-05,TRO_11,Kong et al. Immunity 44:939 (2016),27067056,,,448
polyclonal DRVI01 2009-05,X1632_S2_B10,Kong et al. Immunity 44:939 (2016),27067056,,,379
polyclonal DRVI01 2009-05,X2278_C2_B6,Kong et al. Immunity 44:939 (2016),27067056,,,1695
polyclonal DRVI01 2009-05,ZM109_4,Kong et al. Immunity 44:939 (2016),27067056,,,239
polyclonal DRVI01 2009-05,ZM249_1,Kong et al. Immunity 44:939 (2016),27067056,,,478
polyclonal DRVI01 2009-12,246_F3_C10_2,Kong et al. Immunity 44:939 (2016),27067056,,,452
polyclonal DRVI01 2009-12,25710_2_43,Kong et al. Immunity 44:939 (2016),27067056,,,454
polyclonal DRVI01 2009-12,398_F1_F6_20,Kong et al. Immunity 44:939 (2016),27067056,,,1995
polyclonal DRVI01 2009-12,703010217_B6,Kong et al. Immunity 44:939 (2016),27067056,,,586
polyclonal DRVI01 2009-12,AC10_29,Kong et al. Immunity 44:939 (2016),27067056,,,63
polyclonal DRVI01 2009-12,BJMSM2249,Kong et al. Immunity 44:939 (2016),27067056,,,88
polyclonal DRVI01 2009-12,BJMSM2316,Kong et al. Immunity 44:939 (2016),27067056,,,778
polyclonal DRVI01 2009-12,BJMSM2498,Kong et al. Immunity 44:939 (2016),27067056,,,215
polyclonal DRVI01 2009-12,BJOX002000_03_2,Kong et al. Immunity 44:939 (2016),27067056,,,341
polyclonal DRVI01 2009-12,CAAN5342,Kong et al. Immunity 44:939 (2016),27067056,,,242
polyclonal DRVI01 2009-12,CAP45_G3,Kong et al. Immunity 44:939 (2016),27067056,,,1041
polyclonal DRVI01 2009-12,CE1176_A3,Kong et al. Immunity 44:939 (2016),27067056,,,967
polyclonal DRVI01 2009-12,CH110_2,Kong et al. Immunity 44:939 (2016),27067056,,,3977
polyclonal DRVI01 2009-12,CH117_4,Kong et al. Immunity 44:939 (2016),27067056,,,1091
polyclonal DRVI01 2009-12,CH119_10,Kong et al. Immunity 44:939 (2016),27067056,,,1196
polyclonal DRVI01 2009-12,CH120_6,Kong et al. Immunity 44:939 (2016),27067056,,,64
polyclonal DRVI01 2009-12,CH181_12,Kong et al. Immunity 44:939 (2016),27067056,,,1021
polyclonal DRVI01 2009-12,CNE55,Kong et al. Immunity 44:939 (2016),27067056,,,519
polyclonal DRVI01 2009-12,CNE8,Kong et al. Immunity 44:939 (2016),27067056,,,359
polyclonal DRVI01 2009-12,DRVI01_0507_12,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,708
polyclonal DRVI01 2009-12,DRVI01_0507_13,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,1086
polyclonal DRVI01 2009-12,DRVI01_0507_14,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,852
polyclonal DRVI01 2009-12,DRVI01_0507_15,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,1407
polyclonal DRVI01 2009-12,DRVI01_0507_16,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,759
polyclonal DRVI01 2009-12,DRVI01_0604_21,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,603
polyclonal DRVI01 2009-12,DRVI01_0604_22,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,1541
polyclonal DRVI01 2009-12,DRVI01_0604_23,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,1165
polyclonal DRVI01 2009-12,DRVI01_0604_24,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,1254
polyclonal DRVI01 2009-12,DRVI01_0604_25,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,743
polyclonal DRVI01 2009-12,DRVI01_0604_26,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,865
polyclonal DRVI01 2009-12,DRVI01_0604_27,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,711
polyclonal DRVI01 2009-12,DRVI01_0604_28,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,943
polyclonal DRVI01 2009-12,DRVI01_0803_11,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,654
polyclonal DRVI01 2009-12,DRVI01_0803_12,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,764
polyclonal DRVI01 2009-12,DRVI01_0803_13,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,773
polyclonal DRVI01 2009-12,DRVI01_0803_14,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,854
polyclonal DRVI01 2009-12,DRVI01_0803_15,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,494
polyclonal DRVI01 2009-12,DRVI01_0803_16,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,1125
polyclonal DRVI01 2009-12,DRVI01_0912_1,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,<20
polyclonal DRVI01 2009-12,DRVI01_0912_2,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,<20
polyclonal DRVI01 2009-12,DRVI01_0912_3,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,<20
polyclonal DRVI01 2009-12,DRVI01_0912_4,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,<20
polyclonal DRVI01 2009-12,DRVI01_0912_5,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,<20
polyclonal DRVI01 2009-12,DRVI01_0912_6,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,<20
polyclonal DRVI01 2009-12,DRVI01_0912_7,Zhang et al. Front Microbiol 10:1096 (2019),31178836,,,<20
polyclonal DRVI01 2009-12,DU422_1,Kong et al. Immunity 44:939 (2016),27067056,,,323
polyclonal DRVI01 2009-12,MW965_26,Kong et al. Immunity 44:939 (2016),27067056,,,5578
polyclonal DRVI01 2009-12,PVO_4,Kong et al. Immunity 44:939 (2016),27067056,,,1282
polyclonal DRVI01 2009-12,Q259_17,Kong et al. Immunity 44:939 (2016),27067056,,,2904
polyclonal DRVI01 2009-12,Q461_E2,Kong et al. Immunity 44:939 (2016),27067056,,,146
polyclonal DRVI01 2009-12,Q769_D22,Kong et al. Immunity 44:939 (2016),27067056,,,1525
polyclonal DRVI01 2009-12,Q842_D12,Kong et al. Immunity 44:939 (2016),27067056,,,1600
polyclonal DRVI01 2009-12,QH0692_42,Kong et al. Immunity 44:939 (2016),27067056,,,271
polyclonal DRVI01 2009-12,REJO4541_67,Kong et al. Immunity 44:939 (2016),27067056,,,1800
polyclonal DRVI01 2009-12,RHPA4259_7,Kong et al. Immunity 44:939 (2016),27067056,,,1145
polyclonal DRVI01 2009-12,SC422_8,Kong et al. Immunity 44:939 (2016),27067056,,,1640
polyclonal DRVI01 2009-12,SF162,Kong et al. Immunity 44:939 (2016),27067056,,,7821
polyclonal DRVI01 2009-12,TRJO4551_58,Kong et al. Immunity 44:939 (2016),27067056,,,404
polyclonal DRVI01 2009-12,TRO_11,Kong et al. Immunity 44:939 (2016),27067056,,,919
polyclonal DRVI01 2009-12,X1632_S2_B10,Kong et al. Immunity 44:939 (2016),27067056,,,501
polyclonal DRVI01 2009-12,X2278_C2_B6,Kong et al. Immunity 44:939 (2016),27067056,,,3094
polyclonal DRVI01 2009-12,ZM109_4,Kong et al. Immunity 44:939 (2016),27067056,,,358
polyclonal DRVI01 2009-12,ZM249_1,Kong et al. Immunity 44:939 (2016),27067056,,,1003
polyclonal EB179,0260_V5_C36,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,224.47,,
polyclonal EB179,3016_V5_C45,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,>318,,
polyclonal EB179,6540_V4_C1,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,141,,
polyclonal EB179,BAL_26,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,24.52,,
polyclonal EB179,C2101_C1,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,82.52,,
polyclonal EB179,DU422_1,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,>318,,
polyclonal EB179,Q23_17,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,32.9,,
polyclonal EB179,R2184_C4,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,>318,,
polyclonal EB179,T250_4,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,129.55,,
polyclonal EB179,T257_31,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,72.68,,
polyclonal EB179,X1193_C1,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,197.96,,
polyclonal EB179,X2131_C1_B5,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,90.38,,
polyclonal EB179,YU2,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,138.11,,
polyclonal EB179,ZM249_1,Freund et al. PLoS Pathog 11:e1005238 (2015),26516768,167.61,,
polyclonal G1015R wk350,16936_2_21,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,<30
polyclonal G1015R wk350,246_F3_C10_2,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,<30
polyclonal G1015R wk350,25710_2_43,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,344
polyclonal G1015R wk350,398_F1_F6_20,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,154
polyclonal G1015R wk350,703010217_B6,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,147
polyclonal G1015R wk350,92RW020_2,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,141
polyclonal G1015R wk350,BJOX002000_03_2,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,33
polyclonal G1015R wk350,CAP45_G3,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,322
polyclonal G1015R wk350,CE1176_A3,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,<30
polyclonal G1015R wk350,CH119_10,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,43
polyclonal G1015R wk350,CNE55,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,33
polyclonal G1015R wk350,CNE8,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,<30
polyclonal G1015R wk350,MW965_26,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,>810
polyclonal G1015R wk350,SC422_8,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,48
polyclonal G1015R wk350,SF162,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,>810
polyclonal G1015R wk350,TRO_11,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,<30
polyclonal G1015R wk350,WITO4160_33,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,111
polyclonal G1015R wk350,X1632_S2_B10,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,112
polyclonal G1015R wk350,X2278_C2_B6,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,163
polyclonal G1015R wk350,ZM197_7,Gao et al. Adv Sci (Weinh) 9:e2200063 (2022) - Dataset 1,35319830,,,336
polyclonal IDC561,0013095_2_11,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,260.0,,
polyclonal IDC561,001428_2_42,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,12.8,,
polyclonal IDC561,231965_C1,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,457.7,,
polyclonal IDC561,242_14,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,210.2,,
polyclonal IDC561,246_F3_C10_2,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,46.5,,
polyclonal IDC561,247_23,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,163.2,,
polyclonal IDC561,25710_2_43,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,36.0,,
polyclonal IDC561,26191_2_48,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,64.8,,
polyclonal IDC561,3168_V4_C10,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,191.0,,
polyclonal IDC561,398_F1_F6_20,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,33.1,,
polyclonal IDC561,620345_C1,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,>500,,
polyclonal IDC561,703010217_B6,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,52.6,,
polyclonal IDC561,7165_18,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,>500,,
polyclonal IDC561,BG505_W6M_C2_T332N,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,22.6,,
polyclonal IDC561,BJOX002000_03_2,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,24.4,,
polyclonal IDC561,CE1176_A3,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,198.2,,
polyclonal IDC561,CH038_12,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,>500,,
polyclonal IDC561,CH070_1,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,>500,,
polyclonal IDC561,CH119_10,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,52.9,,
polyclonal IDC561,CNE5,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,189.8,,
polyclonal IDC561,CNE55,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,27.2,,
polyclonal IDC561,CNE8,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,52.0,,
polyclonal IDC561,IDC561_C08,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,383.2,,
polyclonal IDC561,IDC561_F12,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,300.2,,
polyclonal IDC561,IDC561_G09,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,>500,,
polyclonal IDC561,IDC561_G10,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,>500,,
polyclonal IDC561,IDC561_H05,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,424.6,,
polyclonal IDC561,IDC561_H08,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,425.3,,
polyclonal IDC561,KER2008_12,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,143.5,,
polyclonal IDC561,M02138,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,453.2,,
polyclonal IDC561,Q259_17,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,25.2,,
polyclonal IDC561,Q461_E2,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,107.0,,
polyclonal IDC561,TH976_17,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,23.1,,
polyclonal IDC561,TRO_11,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,21.6,,
polyclonal IDC561,X1632_S2_B10,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,75.0,,
polyclonal IDC561,X2278_C2_B6,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,16.1,,
polyclonal IDC561,YU2,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,27.0,,
polyclonal IDC561,ZM135_10A,Schommers et al. Cell 180:471-489 (2020) - dataset2,32004464,>500,,
polyclonal_M1214,AC10_29,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,305
polyclonal_M1214,AD17,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,256
polyclonal_M1214,BG505_W6M_C2,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,994
polyclonal_M1214,BL01,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,120
polyclonal_M1214,DU156_12,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,242
polyclonal_M1214,JRFL,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,8137
polyclonal_M1214,Q23_17,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,2488
polyclonal_M1214,Q842_D12,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,1440
polyclonal_M1214,YU2,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,682
polyclonal_M1214,ZM109_4,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,<50
polyclonal_M4008,AC10_29,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,338
polyclonal_M4008,AD17,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,410
polyclonal_M4008,BG505_W6M_C2,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,124
polyclonal_M4008,BL01,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,86
polyclonal_M4008,DU156_12,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,176
polyclonal_M4008,JRFL,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,2996
polyclonal_M4008,Q23_17,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,248
polyclonal_M4008,Q842_D12,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,2080
polyclonal_M4008,YU2,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,429
polyclonal_M4008,ZM109_4,Jia et al. Cell Host Microbe 27:963 (2020),32315598,,,111
polyclonal N152,0013095_2_11,Huang et al. Nature 515:138 (2104),25186731,,,1930
polyclonal N152,001428_2_42,Huang et al. Nature 515:138 (2104),25186731,,,2688
polyclonal N152,0077_V1_C16,Huang et al. Nature 515:138 (2104),25186731,,,1658
polyclonal N152,00836_2_5,Huang et al. Nature 515:138 (2104),25186731,,,265
polyclonal N152,0260_V5_C36,Huang et al. Nature 515:138 (2104),25186731,,,3906
polyclonal N152,0330_V4_C3,Huang et al. Nature 515:138 (2104),25186731,,,9263
polyclonal N152,0439_V5_C1,Huang et al. Nature 515:138 (2104),25186731,,,4111
polyclonal N152,0815_V3_C3,Huang et al. Nature 515:138 (2104),25186731,,,465
polyclonal N152,0921_V2_C14,Huang et al. Nature 515:138 (2104),25186731,,,46
polyclonal N152,16055_2_3,Huang et al. Nature 515:138 (2104),25186731,,,7672
polyclonal N152,16845_2_22,Huang et al. Nature 515:138 (2104),25186731,,,11099
polyclonal N152,16936_2_21,Huang et al. Nature 515:138 (2104),25186731,,,8448
polyclonal N152,231965_C1,Huang et al. Nature 515:138 (2104),25186731,,,7990
polyclonal N152,235_47,Huang et al. Nature 515:138 (2104),25186731,,,457
polyclonal N152,242_14,Huang et al. Nature 515:138 (2104),25186731,,,6609
polyclonal N152,247_23,Huang et al. Nature 515:138 (2104),25186731,,,9426
polyclonal N152,25710_2_43,Huang et al. Nature 515:138 (2104),25186731,,,9868
polyclonal N152,25711_2_4,Huang et al. Nature 515:138 (2104),25186731,,,4093
polyclonal N152,25925_2_22,Huang et al. Nature 515:138 (2104),25186731,,,3217
polyclonal N152,26191_2_48,Huang et al. Nature 515:138 (2104),25186731,,,35.2
polyclonal N152,263_8,Huang et al. Nature 515:138 (2104),25186731,,,3500
polyclonal N152,269_12,Huang et al. Nature 515:138 (2104),25186731,,,95876
polyclonal N152,271_11,Huang et al. Nature 515:138 (2104),25186731,,,2733
polyclonal N152,288_38,Huang et al. Nature 515:138 (2104),25186731,,,1949
polyclonal N152,3016_V5_C45,Huang et al. Nature 515:138 (2104),25186731,,,6403
polyclonal N152,3168_V4_C10,Huang et al. Nature 515:138 (2104),25186731,,,7844
polyclonal N152,3301_V1_C24,Huang et al. Nature 515:138 (2104),25186731,,,9904
polyclonal N152,3326_V4_C3,Huang et al. Nature 515:138 (2104),25186731,,,111
polyclonal N152,3337_V2_C6,Huang et al. Nature 515:138 (2104),25186731,,,22394
polyclonal N152,3365_V2_C20,Huang et al. Nature 515:138 (2104),25186731,,,9810
polyclonal N152,3415_V1_C1,Huang et al. Nature 515:138 (2104),25186731,,,12934
polyclonal N152,3468_V1_C12,Huang et al. Nature 515:138 (2104),25186731,,,12304
polyclonal N152,3589_V1_C4,Huang et al. Nature 515:138 (2104),25186731,,,143
polyclonal N152,3637_V5_C3,Huang et al. Nature 515:138 (2104),25186731,,,777
polyclonal N152,3718_3_11,Huang et al. Nature 515:138 (2104),25186731,,,2167
polyclonal N152,3873_V1_C24,Huang et al. Nature 515:138 (2104),25186731,,,1353
polyclonal N152,3988_25,Huang et al. Nature 515:138 (2104),25186731,,,1332
polyclonal N152,398_F1_F6_20,Huang et al. Nature 515:138 (2104),25186731,,,11290
polyclonal N152,57128_VRC15,Huang et al. Nature 515:138 (2104),25186731,,,11880
polyclonal N152,5768_4,Huang et al. Nature 515:138 (2104),25186731,,,140
polyclonal N152,6095_V1_C10,Huang et al. Nature 515:138 (2104),25186731,,,7918
