Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50
polyclonal AIIMS_330 90mo,ZM197_7,Mishra et al. J Virol 13:93 (2019),31217240,,,369
polyclonal AIIMS_330 90mo,ZM214_15,Mishra et al. J Virol 13:93 (2019),31217240,,,256
polyclonal AIIMS_330 90mo,ZM249_1,Mishra et al. J Virol 13:93 (2019),31217240,,,<50
polyclonal AIIMS_330 90mo,ZM53_12,Mishra et al. J Virol 13:93 (2019),31217240,,,787
polyclonal AIIMS704,246_F3_C10_2,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,176
polyclonal AIIMS704,25710_2_43,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,324
polyclonal AIIMS704,398_F1_F6_20,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,245
polyclonal AIIMS704,703010217_B6,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,312
polyclonal AIIMS704,BJOX002000_03_2,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,228
polyclonal AIIMS704,CE1176_A3,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,149
polyclonal AIIMS704,CH119_10,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,186
polyclonal AIIMS704,CNE55,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,186
polyclonal AIIMS704,CNE8,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,172
polyclonal AIIMS704,TRO_11,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,127
polyclonal AIIMS704,X1632_S2_B10,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,228
polyclonal AIIMS704,X2278_C2_B6,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,164
polyclonal AIIMS706,246_F3_C10_2,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,193
polyclonal AIIMS706,25710_2_43,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,209
polyclonal AIIMS706,398_F1_F6_20,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,174
polyclonal AIIMS706,703010217_B6,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,248
polyclonal AIIMS706,BJOX002000_03_2,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,162
polyclonal AIIMS706,CE1176_A3,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,144
polyclonal AIIMS706,CH119_10,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,316
polyclonal AIIMS706,CNE55,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,151
polyclonal AIIMS706,CNE8,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,122
polyclonal AIIMS706,TRO_11,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,<50
polyclonal AIIMS706,X1632_S2_B10,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,147
polyclonal AIIMS706,X2278_C2_B6,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,158
polyclonal AIIMS709,246_F3_C10_2,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,147
polyclonal AIIMS709,25710_2_43,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,244
polyclonal AIIMS709,398_F1_F6_20,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,152
polyclonal AIIMS709,703010217_B6,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,139
polyclonal AIIMS709,BJOX002000_03_2,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,148
polyclonal AIIMS709,CE1176_A3,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,168
polyclonal AIIMS709,CH119_10,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,153
polyclonal AIIMS709,CNE55,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,159
polyclonal AIIMS709,CNE8,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,<50
polyclonal AIIMS709,TRO_11,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,153
polyclonal AIIMS709,X1632_S2_B10,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,152
polyclonal AIIMS709,X2278_C2_B6,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,161
polyclonal AIIMS731,246_F3_C10_2,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,207
polyclonal AIIMS731,246_F3_C10_2,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,207
polyclonal AIIMS731,25710_2_43,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,241
polyclonal AIIMS731,25710_2_43,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,268
polyclonal AIIMS731,398_F1_F6_20,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,141
polyclonal AIIMS731,398_F1_F6_20,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,141
polyclonal AIIMS731,703010217_B6,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,<50
polyclonal AIIMS731,703010217_B6,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,<50
polyclonal AIIMS731,AIIMS731_73105B,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,689
polyclonal AIIMS731,AIIMS731_73105C,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,612
polyclonal AIIMS731,AIIMS731_73105D,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,456
polyclonal AIIMS731,AIIMS731_73105E,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,268
polyclonal AIIMS731,AIIMS731_73105H,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,50
polyclonal AIIMS731,AIIMS731_73106F,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,50
polyclonal AIIMS731,BJOX002000_03_2,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,127
polyclonal AIIMS731,BJOX002000_03_2,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,127
polyclonal AIIMS731,CE1176_A3,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,<50
polyclonal AIIMS731,CE1176_A3,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,<50
polyclonal AIIMS731,CH119_10,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,73
polyclonal AIIMS731,CH119_10,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,73
polyclonal AIIMS731,CNE55,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,<50
polyclonal AIIMS731,CNE55,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,<50
polyclonal AIIMS731,CNE8,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,63
polyclonal AIIMS731,CNE8,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,63
polyclonal AIIMS731,TRO_11,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,117
polyclonal AIIMS731,TRO_11,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,117
polyclonal AIIMS731,X1632_S2_B10,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,113
polyclonal AIIMS731,X1632_S2_B10,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,113
polyclonal AIIMS731,X2278_C2_B6,Mishra et al. J Virol 15;94:e00814 (2020),32669335,,,181
polyclonal AIIMS731,X2278_C2_B6,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,181
polyclonal AIIMS743,246_F3_C10_2,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,200
polyclonal AIIMS743,25710_2_43,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,357
polyclonal AIIMS743,398_F1_F6_20,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,196
polyclonal AIIMS743,703010217_B6,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,205
polyclonal AIIMS743,BJOX002000_03_2,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,152
polyclonal AIIMS743,CE1176_A3,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,105
polyclonal AIIMS743,CH119_10,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,94
polyclonal AIIMS743,CNE55,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,99
polyclonal AIIMS743,CNE8,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,<50
polyclonal AIIMS743,TRO_11,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,189
polyclonal AIIMS743,X1632_S2_B10,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,145
polyclonal AIIMS743,X2278_C2_B6,Mishra et al. Nat Commun 11:4409 (2020a),32879304,,,153
polyclonal BB391 M30,92BR020,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,119
polyclonal BB391 M30,92TH021,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,163
polyclonal BB391 M30,93IN905,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,222
polyclonal BB391 M30,94UG103,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,399
polyclonal BB391 M30,BF535_A1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,189
polyclonal BB391 M30,BJ613_E1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,268
polyclonal BB391 M30,CAAN5342,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,120
polyclonal BB391 M30,CAP210_E8,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,191
polyclonal BB391 M30,DU156_12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,181
polyclonal BB391 M30,DU172_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,197
polyclonal BB391 M30,DU422_1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,300
polyclonal BB391 M30,IAVI_C22,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,245
polyclonal BB391 M30,JRCSF,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,252
polyclonal BB391 M30,PVO_4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,178
polyclonal BB391 M30,Q168_A2,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,259
polyclonal BB391 M30,Q23_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,163
polyclonal BB391 M30,Q259_D2_26,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,148
polyclonal BB391 M30,Q461_D1_PNS0D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,455
polyclonal BB391 M30,Q769_B9_PNS79D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,535
polyclonal BB391 M30,Q842_D12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,197
polyclonal BB391 M30,Q842_D16,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,232
polyclonal BB391 M30,QB857_110I_B3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,225
polyclonal BB391 M30,QC406_70M_F3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,303
polyclonal BB391 M30,QD435_100M_A4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,333
polyclonal BB391 M30,SF162,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,404
polyclonal BB391 M30,THRO4156,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BB391 M30,TRJO4551_58,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,148
polyclonal BB391 M30,TRO_11,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,202
polyclonal BB391 M30,ZM109_4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,187
polyclonal BF520 M15,246_F3_C10_2,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,>100
polyclonal BF520 M15,25710_2_43,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,120
polyclonal BF520 M15,398_F1_F6_20,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,527
polyclonal BF520 M15,703010217_B6,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,107
polyclonal BF520 M15,BF535_A1,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,128
polyclonal BF520 M15,BJ613_E1,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,188
polyclonal BF520 M15,BJOX002000_03_2,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,159
polyclonal BF520 M15,CAAN5342,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,124
polyclonal BF520 M15,CAP210_E8,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,186
polyclonal BF520 M15,CE1176_A3,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,118
polyclonal BF520 M15,CH119_10,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,122
polyclonal BF520 M15,CNE55,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,113
polyclonal BF520 M15,CNE8,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,>100
polyclonal BF520 M15,DU156_12,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,228
polyclonal BF520 M15,DU172_17,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,159
polyclonal BF520 M15,DU422_1,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,159
polyclonal BF520 M15,PVO_4,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,119
polyclonal BF520 M15,Q168_A2,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,<100
polyclonal BF520 M15,Q23_17,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,339
polyclonal BF520 M15,Q259_D2_26,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,121
polyclonal BF520 M15,Q461_D1_PNS0D,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,480
polyclonal BF520 M15,Q769_B9_PNS79D,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,<100
polyclonal BF520 M15,Q842_D12,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,115
polyclonal BF520 M15,Q842_D16,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,306
polyclonal BF520 M15,QB857_110I_B3,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,142
polyclonal BF520 M15,QC406_70M_F3,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,922
polyclonal BF520 M15,QD435_100M_A4,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,110
polyclonal BF520 M15,SF162,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,>3200
polyclonal BF520 M15,THRO4156,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,<100
polyclonal BF520 M15,TRJO4551_58,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,124
polyclonal BF520 M15,TRO_11,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,244
polyclonal BF520 M15,TRO_11,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,175
polyclonal BF520 M15,X1632_S2_B10,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,116
polyclonal BF520 M15,X2278_C2_B6,Simonich et al. Cell 166:77 (2016) - dataset 2,27345369,,,183
polyclonal BF520 M15,ZM109_4,Simonich et al. Cell 166:77 (2016) - dataset 1,27345369,,,108
polyclonal BF520 M27,BF535_A1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,BJ613_E1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,156
polyclonal BF520 M27,CAAN5342,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,CAP210_E8,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,DU156_12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,DU172_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,DU422_1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,PVO_4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,Q168_A2,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,Q23_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,123
polyclonal BF520 M27,Q259_D2_26,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,Q461_D1_PNS0D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,2063
polyclonal BF520 M27,Q769_B9_PNS79D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,118
polyclonal BF520 M27,Q842_D12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,Q842_D16,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,151
polyclonal BF520 M27,QB857_110I_B3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,114
polyclonal BF520 M27,QC406_70M_F3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,2028
polyclonal BF520 M27,QD435_100M_A4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,112
polyclonal BF520 M27,SF162,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,1127
polyclonal BF520 M27,THRO4156,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,TRJO4551_58,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BF520 M27,TRO_11,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,106
polyclonal BF520 M27,ZM109_4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,191
polyclonal BG376 M24,BF535_A1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG376 M24,BJ613_E1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,152
polyclonal BG376 M24,CAAN5342,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG376 M24,CAP210_E8,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,137
polyclonal BG376 M24,DU156_12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,102
polyclonal BG376 M24,DU172_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG376 M24,DU422_1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,165
polyclonal BG376 M24,PVO_4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG376 M24,Q168_A2,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG376 M24,Q23_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG376 M24,Q259_D2_26,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG376 M24,Q461_D1_PNS0D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,799
polyclonal BG376 M24,Q769_B9_PNS79D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG376 M24,Q842_D12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG376 M24,Q842_D16,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,142
polyclonal BG376 M24,QB857_110I_B3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,124
polyclonal BG376 M24,QC406_70M_F3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,193
polyclonal BG376 M24,QD435_100M_A4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,176
polyclonal BG376 M24,SF162,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,895
polyclonal BG376 M24,THRO4156,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG376 M24,TRJO4551_58,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,128
polyclonal BG376 M24,TRO_11,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,132
polyclonal BG376 M24,ZM109_4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,152
polyclonal BG505 M27,6535_3,Simonich et al. Cell Rep Med. 2:100314 (2021),34195680,,,154
polyclonal BG505 M27,92BR020,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,106
polyclonal BG505 M27,92TH021,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,176
polyclonal BG505 M27,93IN905,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,309
polyclonal BG505 M27,94UG103,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,467
polyclonal BG505 M27,BF535_A1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,129
polyclonal BG505 M27,BG505_W6M_A5,Simonich et al. Cell Rep Med. 2:100314 (2021),34195680,,,581
polyclonal BG505 M27,BG505_W6M_C2,Simonich et al. Cell Rep Med. 2:100314 (2021),34195680,,,711
polyclonal BG505 M27,BJ613_E1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG505 M27,CAAN5342,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,179
polyclonal BG505 M27,CAP210_E8,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,590
polyclonal BG505 M27,DU156_12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,248
polyclonal BG505 M27,DU172_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,286
polyclonal BG505 M27,DU422_1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,282
polyclonal BG505 M27,IAVI_C22,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,223
polyclonal BG505 M27,JRCSF,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,143
polyclonal BG505 M27,PVO_4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,169
polyclonal BG505 M27,Q168_A2,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,164
polyclonal BG505 M27,Q23_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,295
polyclonal BG505 M27,Q259_D2_26,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,245
polyclonal BG505 M27,Q461_D1_PNS0D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,>3200
polyclonal BG505 M27,Q461_D1_PNS0D,Simonich et al. Cell Rep Med. 2:100314 (2021),34195680,,,>3200
polyclonal BG505 M27,Q769_B9_PNS79D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,170
polyclonal BG505 M27,Q842_D12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,253
polyclonal BG505 M27,Q842_D16,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,482
polyclonal BG505 M27,Q842_D16,Simonich et al. Cell Rep Med. 2:100314 (2021),34195680,,,482
polyclonal BG505 M27,QB857_110I_B3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,185
polyclonal BG505 M27,QC406_70M_F3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,971
polyclonal BG505 M27,QC406_70M_F3,Simonich et al. Cell Rep Med. 2:100314 (2021),34195680,,,971
polyclonal BG505 M27,QD435_100M_A4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,548
polyclonal BG505 M27,QD435_100M_A4,Simonich et al. Cell Rep Med. 2:100314 (2021),34195680,,,548
polyclonal BG505 M27,SF162,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,>3200
polyclonal BG505 M27,SF162,Simonich et al. Cell Rep Med. 2:100314 (2021),34195680,,,>3200
polyclonal BG505 M27,THRO4156,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BG505 M27,TRJO4551_58,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,171
polyclonal BG505 M27,TRO_11,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,262
polyclonal BG505 M27,ZM109_4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,149
polyclonal BH217 M24,BF535_A1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BH217 M24,BJ613_E1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,134
polyclonal BH217 M24,CAAN5342,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BH217 M24,CAP210_E8,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,115
polyclonal BH217 M24,DU156_12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,113
polyclonal BH217 M24,DU172_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BH217 M24,DU422_1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,145
polyclonal BH217 M24,PVO_4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BH217 M24,Q168_A2,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BH217 M24,Q23_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,108
polyclonal BH217 M24,Q259_D2_26,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BH217 M24,Q461_D1_PNS0D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,360
polyclonal BH217 M24,Q769_B9_PNS79D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,129
polyclonal BH217 M24,Q842_D12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,133
polyclonal BH217 M24,Q842_D16,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,125
polyclonal BH217 M24,QB857_110I_B3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,129
polyclonal BH217 M24,QC406_70M_F3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,251
polyclonal BH217 M24,QD435_100M_A4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,106
polyclonal BH217 M24,SF162,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,1230
polyclonal BH217 M24,THRO4156,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BH217 M24,TRJO4551_58,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,112
polyclonal BH217 M24,TRO_11,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,120
polyclonal BH217 M24,ZM109_4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,168
polyclonal BN469 M24,BF535_A1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BN469 M24,BJ613_E1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,138
polyclonal BN469 M24,CAAN5342,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BN469 M24,CAP210_E8,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,128
polyclonal BN469 M24,DU156_12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BN469 M24,DU172_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,139
polyclonal BN469 M24,DU422_1,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,145
polyclonal BN469 M24,PVO_4,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BN469 M24,Q168_A2,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BN469 M24,Q23_17,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BN469 M24,Q259_D2_26,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BN469 M24,Q461_D1_PNS0D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,551
polyclonal BN469 M24,Q769_B9_PNS79D,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,<100
polyclonal BN469 M24,Q842_D12,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,135
polyclonal BN469 M24,Q842_D16,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,126
polyclonal BN469 M24,QB857_110I_B3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,122
polyclonal BN469 M24,QC406_70M_F3,Goo et al. Nat Med. 20:655-8 (2014),24859529,,,306
